date_tdb,jd_tdb,lambda_deg,beta_deg,distance_au,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2023-Jul-13 00:00:00.0000 TDB,2460138.50000,290.427569,2.573307,28.834059,10.053601,-26.993557,1.294579,-23.380793,53.562336,-2.389586,-58.402900
2023-Jul-14 00:00:00.0000 TDB,2460139.50000,290.423870,2.573574,28.800329,10.040098,-26.962622,1.293199,-23.381008,53.562914,-2.389613,-58.403309
2023-Jul-15 00:00:00.0000 TDB,2460140.50000,290.420162,2.573842,28.766598,10.026594,-26.931687,1.291819,-23.381224,53.563494,-2.389641,-58.403719
2023-Jul-16 00:00:00.0000 TDB,2460141.50000,290.416446,2.574111,28.732867,10.013090,-26.900751,1.290439,-23.381440,53.564075,-2.389669,-58.404129
2023-Jul-17 00:00:00.0000 TDB,2460142.50000,290.412721,2.574380,28.699135,9.999586,-26.869815,1.289059,-23.381657,53.564658,-2.389697,-58.404541
2023-Jul-18 00:00:00.0000 TDB,2460143.50000,290.408987,2.574650,28.665404,9.986082,-26.838879,1.287679,-23.381874,53.565242,-2.389725,-58.404953
2023-Jul-19 00:00:00.0000 TDB,2460144.50000,290.405245,2.574921,28.631672,9.972578,-26.807942,1.286298,-23.382092,53.565827,-2.389753,-58.405365
2023-Jul-20 00:00:00.0000 TDB,2460145.50000,290.401493,2.575192,28.597940,9.959074,-26.777005,1.284918,-23.382310,53.566413,-2.389781,-58.405779
2023-Jul-21 00:00:00.0000 TDB,2460146.50000,290.397733,2.575464,28.564208,9.945569,-26.746068,1.283538,-23.382529,53.567001,-2.389809,-58.406193
2023-Jul-22 00:00:00.0000 TDB,2460147.50000,290.393964,2.575736,28.530475,9.932064,-26.715130,1.282158,-23.382748,53.567591,-2.389838,-58.406608
2023-Jul-23 00:00:00.0000 TDB,2460148.50000,290.390186,2.576009,28.496742,9.918560,-26.684192,1.280778,-23.382968,53.568182,-2.389866,-58.407023
2023-Jul-24 00:00:00.0000 TDB,2460149.50000,290.386399,2.576283,28.463009,9.905055,-26.653254,1.279397,-23.383188,53.568774,-2.389894,-58.407440
2023-Jul-25 00:00:00.0000 TDB,2460150.50000,290.382603,2.576558,28.429276,9.891550,-26.622315,1.278017,-23.383409,53.569368,-2.389923,-58.407857
2023-Jul-26 00:00:00.0000 TDB,2460151.50000,290.378798,2.576833,28.395543,9.878045,-26.591376,1.276637,-23.383630,53.569963,-2.389952,-58.408275
2023-Jul-27 00:00:00.0000 TDB,2460152.50000,290.374984,2.577108,28.361809,9.864540,-26.560437,1.275256,-23.383851,53.570559,-2.389980,-58.408693
2023-Jul-28 00:00:00.0000 TDB,2460153.50000,290.371161,2.577384,28.328075,9.851034,-26.529497,1.273876,-23.384073,53.571157,-2.390009,-58.409113
2023-Jul-29 00:00:00.0000 TDB,2460154.50000,290.367329,2.577661,28.294341,9.837529,-26.498557,1.272496,-23.384296,53.571757,-2.390038,-58.409533
2023-Jul-30 00:00:00.0000 TDB,2460155.50000,290.363487,2.577939,28.260606,9.824023,-26.467616,1.271115,-23.384519,53.572357,-2.390067,-58.409953
2023-Jul-31 00:00:00.0000 TDB,2460156.50000,290.359637,2.578217,28.226872,9.810517,-26.436676,1.269735,-23.384742,53.572960,-2.390095,-58.410375
2023-Aug-01 00:00:00.0000 TDB,2460157.50000,290.355777,2.578496,28.193137,9.797011,-26.405734,1.268355,-23.384966,53.573564,-2.390124,-58.410797
2023-Aug-02 00:00:00.0000 TDB,2460158.50000,290.351908,2.578776,28.159402,9.783505,-26.374793,1.266974,-23.385191,53.574169,-2.390154,-58.411220
2023-Aug-03 00:00:00.0000 TDB,2460159.50000,290.348029,2.579056,28.125666,9.769999,-26.343851,1.265594,-23.385416,53.574775,-2.390183,-58.411644
2023-Aug-04 00:00:00.0000 TDB,2460160.50000,290.344142,2.579337,28.091931,9.756493,-26.312909,1.264213,-23.385641,53.575384,-2.390212,-58.412068
2023-Aug-05 00:00:00.0000 TDB,2460161.50000,290.340245,2.579618,28.058195,9.742987,-26.281966,1.262833,-23.385867,53.575993,-2.390241,-58.412494
2023-Aug-06 00:00:00.0000 TDB,2460162.50000,290.336338,2.579901,28.024458,9.729480,-26.251023,1.261452,-23.386094,53.576604,-2.390271,-58.412920
2023-Aug-07 00:00:00.0000 TDB,2460163.50000,290.332422,2.580184,27.990722,9.715973,-26.220080,1.260072,-23.386321,53.577217,-2.390300,-58.413346
2023-Aug-08 00:00:00.0000 TDB,2460164.50000,290.328497,2.580467,27.956985,9.702467,-26.189137,1.258691,-23.386548,53.577831,-2.390330,-58.413774
2023-Aug-09 00:00:00.0000 TDB,2460165.50000,290.324562,2.580751,27.923248,9.688960,-26.158193,1.257311,-23.386776,53.578447,-2.390359,-58.414202
2023-Aug-10 00:00:00.0000 TDB,2460166.50000,290.320618,2.581036,27.889511,9.675453,-26.127248,1.255930,-23.387005,53.579064,-2.390389,-58.414631
2023-Aug-11 00:00:00.0000 TDB,2460167.50000,290.316664,2.581322,27.855774,9.661945,-26.096304,1.254550,-23.387234,53.579682,-2.390419,-58.415061
2023-Aug-12 00:00:00.0000 TDB,2460168.50000,290.312701,2.581608,27.822036,9.648438,-26.065359,1.253169,-23.387464,53.580303,-2.390448,-58.415491
2023-Aug-13 00:00:00.0000 TDB,2460169.50000,290.308728,2.581895,27.788298,9.634931,-26.034413,1.251788,-23.387694,53.580924,-2.390478,-58.415923
2023-Aug-14 00:00:00.0000 TDB,2460170.50000,290.304745,2.582183,27.754560,9.621423,-26.003467,1.250408,-23.387924,53.581547,-2.390508,-58.416355
2023-Aug-15 00:00:00.0000 TDB,2460171.50000,290.300753,2.582471,27.720822,9.607915,-25.972521,1.249027,-23.388155,53.582172,-2.390538,-58.416788
2023-Aug-16 00:00:00.0000 TDB,2460172.50000,290.296751,2.582760,27.687083,9.594407,-25.941575,1.247646,-23.388387,53.582798,-2.390568,-58.417221
2023-Aug-17 00:00:00.0000 TDB,2460173.50000,290.292739,2.583050,27.653344,9.580899,-25.910628,1.246266,-23.388619,53.583426,-2.390599,-58.417656
2023-Aug-18 00:00:00.0000 TDB,2460174.50000,290.288717,2.583340,27.619605,9.567391,-25.879681,1.244885,-23.388852,53.584055,-2.390629,-58.418091
2023-Aug-19 00:00:00.0000 TDB,2460175.50000,290.284685,2.583631,27.585866,9.553883,-25.848733,1.243504,-23.389085,53.584686,-2.390659,-58.418527
2023-Aug-20 00:00:00.0000 TDB,2460176.50000,290.280644,2.583923,27.552126,9.540375,-25.817785,1.242124,-23.389319,53.585319,-2.390690,-58.418963
2023-Aug-21 00:00:00.0000 TDB,2460177.50000,290.276593,2.584215,27.518386,9.526866,-25.786837,1.240743,-23.389553,53.585953,-2.390720,-58.419401
2023-Aug-22 00:00:00.0000 TDB,2460178.50000,290.272531,2.584509,27.484646,9.513357,-25.755888,1.239362,-23.389788,53.586589,-2.390751,-58.419839
2023-Aug-23 00:00:00.0000 TDB,2460179.50000,290.268460,2.584802,27.450906,9.499849,-25.724939,1.237981,-23.390023,53.587226,-2.390781,-58.420278
2023-Aug-24 00:00:00.0000 TDB,2460180.50000,290.264379,2.585097,27.417165,9.486340,-25.693990,1.236601,-23.390259,53.587864,-2.390812,-58.420718
2023-Aug-25 00:00:00.0000 TDB,2460181.50000,290.260288,2.585392,27.383424,9.472831,-25.663040,1.235220,-23.390495,53.588505,-2.390843,-58.421159
2023-Aug-26 00:00:00.0000 TDB,2460182.50000,290.256186,2.585688,27.349683,9.459321,-25.632090,1.233839,-23.390732,53.589147,-2.390874,-58.421600
2023-Aug-27 00:00:00.0000 TDB,2460183.50000,290.252074,2.585985,27.315941,9.445812,-25.601139,1.232458,-23.390970,53.589790,-2.390905,-58.422042
2023-Aug-28 00:00:00.0000 TDB,2460184.50000,290.247953,2.586283,27.282200,9.432303,-25.570189,1.231077,-23.391208,53.590435,-2.390936,-58.422485
2023-Aug-29 00:00:00.0000 TDB,2460185.50000,290.243821,2.586581,27.248458,9.418793,-25.539237,1.229696,-23.391446,53.591082,-2.390967,-58.422929
2023-Aug-30 00:00:00.0000 TDB,2460186.50000,290.239679,2.586880,27.214716,9.405283,-25.508286,1.228315,-23.391685,53.591731,-2.390998,-58.423374
2023-Aug-31 00:00:00.0000 TDB,2460187.50000,290.235526,2.587180,27.180973,9.391773,-25.477334,1.226934,-23.391925,53.592381,-2.391030,-58.423819
2023-Sep-01 00:00:00.0000 TDB,2460188.50000,290.231363,2.587480,27.147231,9.378263,-25.446381,1.225553,-23.392165,53.593032,-2.391061,-58.424265
2023-Sep-02 00:00:00.0000 TDB,2460189.50000,290.227190,2.587781,27.113488,9.364753,-25.415429,1.224172,-23.392406,53.593686,-2.391092,-58.424712
2023-Sep-03 00:00:00.0000 TDB,2460190.50000,290.223006,2.588083,27.079744,9.351243,-25.384475,1.222792,-23.392647,53.594341,-2.391124,-58.425160
2023-Sep-04 00:00:00.0000 TDB,2460191.50000,290.218812,2.588386,27.046001,9.337732,-25.353522,1.221411,-23.392889,53.594997,-2.391156,-58.425608
2023-Sep-05 00:00:00.0000 TDB,2460192.50000,290.214608,2.588689,27.012257,9.324222,-25.322568,1.220029,-23.393131,53.595655,-2.391187,-58.426058
2023-Sep-06 00:00:00.0000 TDB,2460193.50000,290.210393,2.588993,26.978513,9.310711,-25.291614,1.218648,-23.393374,53.596315,-2.391219,-58.426508
2023-Sep-07 00:00:00.0000 TDB,2460194.50000,290.206167,2.589298,26.944769,9.297200,-25.260659,1.217267,-23.393618,53.596977,-2.391251,-58.426959
2023-Sep-08 00:00:00.0000 TDB,2460195.50000,290.201931,2.589603,26.911024,9.283689,-25.229704,1.215886,-23.393862,53.597640,-2.391283,-58.427411
2023-Sep-09 00:00:00.0000 TDB,2460196.50000,290.197684,2.589910,26.877280,9.270178,-25.198749,1.214505,-23.394107,53.598305,-2.391315,-58.427863
2023-Sep-10 00:00:00.0000 TDB,2460197.50000,290.193427,2.590217,26.843534,9.256667,-25.167793,1.213124,-23.394352,53.598972,-2.391347,-58.428317
2023-Sep-11 00:00:00.0000 TDB,2460198.50000,290.189159,2.590525,26.809789,9.243155,-25.136837,1.211743,-23.394598,53.599640,-2.391379,-58.428771
2023-Sep-12 00:00:00.0000 TDB,2460199.50000,290.184880,2.590833,26.776044,9.229644,-25.105880,1.210362,-23.394844,53.600310,-2.391412,-58.429226
2023-Sep-13 00:00:00.0000 TDB,2460200.50000,290.180590,2.591143,26.742298,9.216132,-25.074923,1.208981,-23.395091,53.600982,-2.391444,-58.429682
2023-Sep-14 00:00:00.0000 TDB,2460201.50000,290.176289,2.591453,26.708552,9.202620,-25.043966,1.207600,-23.395338,53.601655,-2.391477,-58.430139
2023-Sep-15 00:00:00.0000 TDB,2460202.50000,290.171978,2.591764,26.674805,9.189108,-25.013008,1.206218,-23.395586,53.602331,-2.391509,-58.430596
2023-Sep-16 00:00:00.0000 TDB,2460203.50000,290.167655,2.592075,26.641059,9.175596,-24.982050,1.204837,-23.395835,53.603008,-2.391542,-58.431055
2023-Sep-17 00:00:00.0000 TDB,2460204.50000,290.163322,2.592388,26.607312,9.162084,-24.951091,1.203456,-23.396084,53.603686,-2.391575,-58.431514
2023-Sep-18 00:00:00.0000 TDB,2460205.50000,290.158977,2.592701,26.573565,9.148571,-24.920132,1.202075,-23.396334,53.604367,-2.391607,-58.431974
2023-Sep-19 00:00:00.0000 TDB,2460206.50000,290.154622,2.593015,26.539817,9.135059,-24.889173,1.200693,-23.396584,53.605049,-2.391640,-58.432435
2023-Sep-20 00:00:00.0000 TDB,2460207.50000,290.150255,2.593330,26.506070,9.121546,-24.858213,1.199312,-23.396835,53.605733,-2.391673,-58.432896
2023-Sep-21 00:00:00.0000 TDB,2460208.50000,290.145878,2.593646,26.472322,9.108033,-24.827253,1.197931,-23.397087,53.606418,-2.391706,-58.433359
2023-Sep-22 00:00:00.0000 TDB,2460209.50000,290.141489,2.593962,26.438573,9.094520,-24.796293,1.196549,-23.397339,53.607106,-2.391740,-58.433822
2023-Sep-23 00:00:00.0000 TDB,2460210.50000,290.137089,2.594279,26.404825,9.081007,-24.765332,1.195168,-23.397592,53.607795,-2.391773,-58.434286
2023-Sep-24 00:00:00.0000 TDB,2460211.50000,290.132677,2.594597,26.371076,9.067493,-24.734371,1.193787,-23.397845,53.608486,-2.391806,-58.434751
2023-Sep-25 00:00:00.0000 TDB,2460212.50000,290.128255,2.594916,26.337327,9.053980,-24.703409,1.192405,-23.398099,53.609179,-2.391840,-58.435217
2023-Sep-26 00:00:00.0000 TDB,2460213.50000,290.123821,2.595235,26.303578,9.040466,-24.672447,1.191024,-23.398354,53.609873,-2.391873,-58.435684
2023-Sep-27 00:00:00.0000 TDB,2460214.50000,290.119375,2.595556,26.269828,9.026953,-24.641484,1.189642,-23.398609,53.610570,-2.391907,-58.436151
2023-Sep-28 00:00:00.0000 TDB,2460215.50000,290.114918,2.595877,26.236078,9.013439,-24.610521,1.188261,-23.398865,53.611268,-2.391941,-58.436620
2023-Sep-29 00:00:00.0000 TDB,2460216.50000,290.110450,2.596199,26.202328,8.999925,-24.579558,1.186879,-23.399121,53.611968,-2.391974,-58.437089
2023-Sep-30 00:00:00.0000 TDB,2460217.50000,290.105970,2.596522,26.168578,8.986410,-24.548594,1.185498,-23.399378,53.612670,-2.392008,-58.437559
2023-Oct-01 00:00:00.0000 TDB,2460218.50000,290.101479,2.596846,26.134827,8.972896,-24.517630,1.184116,-23.399635,53.613373,-2.392042,-58.438030
2023-Oct-02 00:00:00.0000 TDB,2460219.50000,290.096976,2.597170,26.101076,8.959382,-24.486666,1.182735,-23.399894,53.614079,-2.392076,-58.438502
2023-Oct-03 00:00:00.0000 TDB,2460220.50000,290.092461,2.597495,26.067325,8.945867,-24.455701,1.181353,-23.400152,53.614786,-2.392110,-58.438975
2023-Oct-04 00:00:00.0000 TDB,2460221.50000,290.087935,2.597821,26.033574,8.932352,-24.424736,1.179972,-23.400412,53.615495,-2.392145,-58.439448
2023-Oct-05 00:00:00.0000 TDB,2460222.50000,290.083396,2.598148,25.999822,8.918837,-24.393770,1.178590,-23.400672,53.616206,-2.392179,-58.439923
2023-Oct-06 00:00:00.0000 TDB,2460223.50000,290.078846,2.598476,25.966070,8.905322,-24.362804,1.177209,-23.400932,53.616919,-2.392214,-58.440398
2023-Oct-07 00:00:00.0000 TDB,2460224.50000,290.074285,2.598805,25.932318,8.891807,-24.331837,1.175827,-23.401194,53.617634,-2.392248,-58.440874
2023-Oct-08 00:00:00.0000 TDB,2460225.50000,290.069711,2.599134,25.898565,8.878292,-24.300870,1.174445,-23.401455,53.618351,-2.392283,-58.441351
2023-Oct-09 00:00:00.0000 TDB,2460226.50000,290.065125,2.599464,25.864812,8.864776,-24.269903,1.173064,-23.401718,53.619070,-2.392317,-58.441829
2023-Oct-10 00:00:00.0000 TDB,2460227.50000,290.060528,2.599796,25.831059,8.851260,-24.238935,1.171682,-23.401981,53.619790,-2.392352,-58.442308
2023-Oct-11 00:00:00.0000 TDB,2460228.50000,290.055918,2.600128,25.797306,8.837744,-24.207967,1.170300,-23.402245,53.620512,-2.392387,-58.442787
2023-Oct-12 00:00:00.0000 TDB,2460229.50000,290.051296,2.600460,25.763552,8.824228,-24.176998,1.168919,-23.402509,53.621237,-2.392422,-58.443268
2023-Oct-13 00:00:00.0000 TDB,2460230.50000,290.046662,2.600794,25.729798,8.810712,-24.146029,1.167537,-23.402774,53.621963,-2.392457,-58.443749
2023-Oct-14 00:00:00.0000 TDB,2460231.50000,290.042016,2.601129,25.696044,8.797196,-24.115060,1.166155,-23.403040,53.622691,-2.392493,-58.444231
2023-Oct-15 00:00:00.0000 TDB,2460232.50000,290.037358,2.601464,25.662289,8.783680,-24.084090,1.164773,-23.403306,53.623421,-2.392528,-58.444715
2023-Oct-16 00:00:00.0000 TDB,2460233.50000,290.032687,2.601800,25.628535,8.770163,-24.053119,1.163391,-23.403573,53.624153,-2.392563,-58.445199
2023-Oct-17 00:00:00.0000 TDB,2460234.50000,290.028004,2.602138,25.594779,8.756646,-24.022149,1.162010,-23.403841,53.624887,-2.392599,-58.445683
2023-Oct-18 00:00:00.0000 TDB,2460235.50000,290.023309,2.602476,25.561024,8.743129,-23.991177,1.160628,-23.404109,53.625623,-2.392634,-58.446169
2023-Oct-19 00:00:00.0000 TDB,2460236.50000,290.018602,2.602815,25.527269,8.729612,-23.960206,1.159246,-23.404378,53.626361,-2.392670,-58.446656
2023-Oct-20 00:00:00.0000 TDB,2460237.50000,290.013881,2.603154,25.493513,8.716095,-23.929234,1.157864,-23.404647,53.627101,-2.392706,-58.447143
2023-Oct-21 00:00:00.0000 TDB,2460238.50000,290.009149,2.603495,25.459756,8.702577,-23.898261,1.156482,-23.404918,53.627843,-2.392742,-58.447632
2023-Oct-22 00:00:00.0000 TDB,2460239.50000,290.004403,2.603837,25.426000,8.689060,-23.867288,1.155100,-23.405188,53.628587,-2.392778,-58.448121
2023-Oct-23 00:00:00.0000 TDB,2460240.50000,289.999646,2.604179,25.392243,8.675542,-23.836315,1.153718,-23.405460,53.629333,-2.392814,-58.448612
2023-Oct-24 00:00:00.0000 TDB,2460241.50000,289.994875,2.604522,25.358486,8.662024,-23.805341,1.152336,-23.405732,53.630081,-2.392850,-58.449103
2023-Oct-25 00:00:00.0000 TDB,2460242.50000,289.990092,2.604867,25.324729,8.648506,-23.774367,1.150954,-23.406005,53.630830,-2.392886,-58.449595
2023-Oct-26 00:00:00.0000 TDB,2460243.50000,289.985296,2.605212,25.290971,8.634988,-23.743393,1.149572,-23.406278,53.631582,-2.392923,-58.450088
2023-Oct-27 00:00:00.0000 TDB,2460244.50000,289.980487,2.605558,25.257213,8.621470,-23.712417,1.148190,-23.406553,53.632336,-2.392959,-58.450582
2023-Oct-28 00:00:00.0000 TDB,2460245.50000,289.975665,2.605905,25.223455,8.607951,-23.681442,1.146808,-23.406827,53.633092,-2.392996,-58.451076
2023-Oct-29 00:00:00.0000 TDB,2460246.50000,289.970831,2.606253,25.189697,8.594433,-23.650466,1.145426,-23.407103,53.633850,-2.393033,-58.451572
2023-Oct-30 00:00:00.0000 TDB,2460247.50000,289.965983,2.606601,25.155938,8.580914,-23.619490,1.144044,-23.407379,53.634610,-2.393070,-58.452069
2023-Oct-31 00:00:00.0000 TDB,2460248.50000,289.961122,2.606951,25.122179,8.567395,-23.588513,1.142662,-23.407656,53.635373,-2.393106,-58.452566
2023-Nov-01 00:00:00.0000 TDB,2460249.50000,289.956249,2.607302,25.088420,8.553876,-23.557536,1.141280,-23.407933,53.636137,-2.393143,-58.453065
2023-Nov-02 00:00:00.0000 TDB,2460250.50000,289.951362,2.607653,25.054660,8.540356,-23.526558,1.139897,-23.408212,53.636903,-2.393181,-58.453564
2023-Nov-03 00:00:00.0000 TDB,2460251.50000,289.946462,2.608006,25.020900,8.526837,-23.495580,1.138515,-23.408491,53.637672,-2.393218,-58.454064
2023-Nov-04 00:00:00.0000 TDB,2460252.50000,289.941548,2.608359,24.987140,8.513317,-23.464601,1.137133,-23.408770,53.638442,-2.393255,-58.454565
2023-Nov-05 00:00:00.0000 TDB,2460253.50000,289.936622,2.608714,24.953379,8.499798,-23.433622,1.135751,-23.409050,53.639215,-2.393293,-58.455067
2023-Nov-06 00:00:00.0000 TDB,2460254.50000,289.931682,2.609069,24.919619,8.486278,-23.402643,1.134369,-23.409331,53.639989,-2.393330,-58.455570
2023-Nov-07 00:00:00.0000 TDB,2460255.50000,289.926729,2.609425,24.885858,8.472758,-23.371663,1.132986,-23.409613,53.640766,-2.393368,-58.456074
2023-Nov-08 00:00:00.0000 TDB,2460256.50000,289.921762,2.609782,24.852096,8.459237,-23.340683,1.131604,-23.409895,53.641545,-2.393406,-58.456579
2023-Nov-09 00:00:00.0000 TDB,2460257.50000,289.916781,2.610140,24.818335,8.445717,-23.309702,1.130222,-23.410179,53.642327,-2.393443,-58.457085
2023-Nov-10 00:00:00.0000 TDB,2460258.50000,289.911788,2.610499,24.784573,8.432196,-23.278720,1.128839,-23.410462,53.643110,-2.393481,-58.457592
2023-Nov-11 00:00:00.0000 TDB,2460259.50000,289.906780,2.610860,24.750810,8.418676,-23.247739,1.127457,-23.410747,53.643895,-2.393520,-58.458099
2023-Nov-12 00:00:00.0000 TDB,2460260.50000,289.901759,2.611221,24.717048,8.405155,-23.216757,1.126075,-23.411032,53.644683,-2.393558,-58.458608
2023-Nov-13 00:00:00.0000 TDB,2460261.50000,289.896724,2.611582,24.683285,8.391634,-23.185774,1.124692,-23.411318,53.645473,-2.393596,-58.459118
2023-Nov-14 00:00:00.0000 TDB,2460262.50000,289.891675,2.611945,24.649522,8.378112,-23.154791,1.123310,-23.411604,53.646265,-2.393635,-58.459628
2023-Nov-15 00:00:00.0000 TDB,2460263.50000,289.886612,2.612309,24.615759,8.364591,-23.123807,1.121927,-23.411892,53.647059,-2.393673,-58.460140
2023-Nov-16 00:00:00.0000 TDB,2460264.50000,289.881536,2.612674,24.581995,8.351069,-23.092823,1.120545,-23.412180,53.647855,-2.393712,-58.460652
2023-Nov-17 00:00:00.0000 TDB,2460265.50000,289.876445,2.613040,24.548231,8.337548,-23.061839,1.119162,-23.412469,53.648654,-2.393750,-58.461165
2023-Nov-18 00:00:00.0000 TDB,2460266.50000,289.871341,2.613407,24.514467,8.324026,-23.030854,1.117780,-23.412758,53.649455,-2.393789,-58.461680
2023-Nov-19 00:00:00.0000 TDB,2460267.50000,289.866222,2.613775,24.480702,8.310504,-22.999869,1.116397,-23.413048,53.650258,-2.393828,-58.462195
2023-Nov-20 00:00:00.0000 TDB,2460268.50000,289.861090,2.614144,24.446937,8.296981,-22.968883,1.115015,-23.413339,53.651063,-2.393867,-58.462711
2023-Nov-21 00:00:00.0000 TDB,2460269.50000,289.855943,2.614514,24.413172,8.283459,-22.937896,1.113632,-23.413631,53.651871,-2.393907,-58.463228
2023-Nov-22 00:00:00.0000 TDB,2460270.50000,289.850782,2.614885,24.379406,8.269936,-22.906910,1.112250,-23.413923,53.652681,-2.393946,-58.463746
2023-Nov-23 00:00:00.0000 TDB,2460271.50000,289.845606,2.615256,24.345641,8.256414,-22.875922,1.110867,-23.414216,53.653493,-2.393985,-58.464265
2023-Nov-24 00:00:00.0000 TDB,2460272.50000,289.840416,2.615629,24.311874,8.242891,-22.844935,1.109484,-23.414510,53.654307,-2.394025,-58.464785
2023-Nov-25 00:00:00.0000 TDB,2460273.50000,289.835212,2.616003,24.278108,8.229368,-22.813946,1.108102,-23.414805,53.655124,-2.394065,-58.465306
2023-Nov-26 00:00:00.0000 TDB,2460274.50000,289.829993,2.616378,24.244341,8.215844,-22.782958,1.106719,-23.415100,53.655943,-2.394104,-58.465828
2023-Nov-27 00:00:00.0000 TDB,2460275.50000,289.824760,2.616754,24.210574,8.202321,-22.751969,1.105336,-23.415396,53.656764,-2.394144,-58.466351
2023-Nov-28 00:00:00.0000 TDB,2460276.50000,289.819512,2.617131,24.176807,8.188797,-22.720979,1.103953,-23.415693,53.657588,-2.394184,-58.466875
2023-Nov-29 00:00:00.0000 TDB,2460277.50000,289.814249,2.617509,24.143039,8.175273,-22.689989,1.102571,-23.415991,53.658414,-2.394224,-58.467400
2023-Nov-30 00:00:00.0000 TDB,2460278.50000,289.808971,2.617888,24.109272,8.161749,-22.658998,1.101188,-23.416289,53.659242,-2.394265,-58.467926
2023-Dec-01 00:00:00.0000 TDB,2460279.50000,289.803679,2.618268,24.075503,8.148225,-22.628007,1.099805,-23.416589,53.660073,-2.394305,-58.468452
2023-Dec-02 00:00:00.0000 TDB,2460280.50000,289.798372,2.618649,24.041735,8.134701,-22.597016,1.098422,-23.416888,53.660906,-2.394346,-58.468980
2023-Dec-03 00:00:00.0000 TDB,2460281.50000,289.793050,2.619031,24.007966,8.121177,-22.566024,1.097039,-23.417189,53.661741,-2.394386,-58.469509
2023-Dec-04 00:00:00.0000 TDB,2460282.50000,289.787713,2.619415,23.974197,8.107652,-22.535031,1.095656,-23.417491,53.662579,-2.394427,-58.470039
2023-Dec-05 00:00:00.0000 TDB,2460283.50000,289.782361,2.619799,23.940428,8.094127,-22.504038,1.094274,-23.417793,53.663419,-2.394468,-58.470569
2023-Dec-06 00:00:00.0000 TDB,2460284.50000,289.776994,2.620184,23.906658,8.080602,-22.473045,1.092891,-23.418096,53.664261,-2.394509,-58.471101
2023-Dec-07 00:00:00.0000 TDB,2460285.50000,289.771611,2.620571,23.872888,8.067077,-22.442051,1.091508,-23.418400,53.665106,-2.394550,-58.471634
2023-Dec-08 00:00:00.0000 TDB,2460286.50000,289.766214,2.620958,23.839117,8.053552,-22.411056,1.090125,-23.418704,53.665954,-2.394591,-58.472167
2023-Dec-09 00:00:00.0000 TDB,2460287.50000,289.760801,2.621347,23.805347,8.040026,-22.380062,1.088742,-23.419010,53.666803,-2.394632,-58.472702
2023-Dec-10 00:00:00.0000 TDB,2460288.50000,289.755372,2.621736,23.771576,8.026500,-22.349066,1.087359,-23.419316,53.667656,-2.394674,-58.473238
2023-Dec-11 00:00:00.0000 TDB,2460289.50000,289.749928,2.622127,23.737804,8.012974,-22.318070,1.085976,-23.419623,53.668510,-2.394716,-58.473774
2023-Dec-12 00:00:00.0000 TDB,2460290.50000,289.744469,2.622519,23.704033,7.999448,-22.287074,1.084593,-23.419930,53.669368,-2.394757,-58.474312
2023-Dec-13 00:00:00.0000 TDB,2460291.50000,289.738994,2.622912,23.670261,7.985922,-22.256077,1.083209,-23.420239,53.670227,-2.394799,-58.474851
2023-Dec-14 00:00:00.0000 TDB,2460292.50000,289.733504,2.623306,23.636489,7.972396,-22.225080,1.081826,-23.420548,53.671089,-2.394841,-58.475390
2023-Dec-15 00:00:00.0000 TDB,2460293.50000,289.727997,2.623701,23.602716,7.958869,-22.194082,1.080443,-23.420858,53.671954,-2.394883,-58.475931
2023-Dec-16 00:00:00.0000 TDB,2460294.50000,289.722475,2.624097,23.568943,7.945342,-22.163083,1.079060,-23.421169,53.672821,-2.394925,-58.476473
2023-Dec-17 00:00:00.0000 TDB,2460295.50000,289.716937,2.624495,23.535170,7.931815,-22.132084,1.077677,-23.421481,53.673691,-2.394968,-58.477015
2023-Dec-18 00:00:00.0000 TDB,2460296.50000,289.711383,2.624893,23.501397,7.918288,-22.101085,1.076294,-23.421793,53.674563,-2.395010,-58.477559
2023-Dec-19 00:00:00.0000 TDB,2460297.50000,289.705814,2.625293,23.467623,7.904761,-22.070085,1.074910,-23.422107,53.675438,-2.395053,-58.478104
2023-Dec-20 00:00:00.0000 TDB,2460298.50000,289.700228,2.625693,23.433849,7.891234,-22.039085,1.073527,-23.422421,53.676315,-2.395096,-58.478650
2023-Dec-21 00:00:00.0000 TDB,2460299.50000,289.694626,2.626095,23.400075,7.877706,-22.008084,1.072144,-23.422736,53.677195,-2.395138,-58.479196
2023-Dec-22 00:00:00.0000 TDB,2460300.50000,289.689008,2.626498,23.366300,7.864178,-21.977082,1.070760,-23.423052,53.678077,-2.395181,-58.479744
2023-Dec-23 00:00:00.0000 TDB,2460301.50000,289.683373,2.626902,23.332525,7.850650,-21.946080,1.069377,-23.423368,53.678962,-2.395225,-58.480293
2023-Dec-24 00:00:00.0000 TDB,2460302.50000,289.677722,2.627308,23.298749,7.837122,-21.915078,1.067994,-23.423686,53.679850,-2.395268,-58.480843
2023-Dec-25 00:00:00.0000 TDB,2460303.50000,289.672055,2.627714,23.264974,7.823593,-21.884075,1.066610,-23.424004,53.680740,-2.395311,-58.481393
2023-Dec-26 00:00:00.0000 TDB,2460304.50000,289.666371,2.628122,23.231198,7.810065,-21.853071,1.065227,-23.424323,53.681633,-2.395355,-58.481945
