date_tdb,jd_tdb,lambda_deg,beta_deg,distance_au,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2023-Apr-04 00:00:00.0000 TDB,2460038.50000,290.773630,2.548769,32.208462,11.412289,-30.084767,1.432302,-23.364946,53.525628,-2.387155,-58.381324
2023-Apr-05 00:00:00.0000 TDB,2460039.50000,290.770684,2.548984,32.174744,11.398795,-30.053853,1.430923,-23.365139,53.526081,-2.387176,-58.381669
2023-Apr-06 00:00:00.0000 TDB,2460040.50000,290.767732,2.549200,32.141025,11.385300,-30.022939,1.429544,-23.365332,53.526535,-2.387198,-58.382015
2023-Apr-07 00:00:00.0000 TDB,2460041.50000,290.764773,2.549416,32.107307,11.371806,-29.992025,1.428166,-23.365525,53.526991,-2.387220,-58.382361
2023-Apr-08 00:00:00.0000 TDB,2460042.50000,290.761808,2.549632,32.073588,11.358311,-29.961110,1.426787,-23.365718,53.527447,-2.387242,-58.382708
2023-Apr-09 00:00:00.0000 TDB,2460043.50000,290.758837,2.549849,32.039869,11.344816,-29.930195,1.425408,-23.365912,53.527905,-2.387264,-58.383055
2023-Apr-10 00:00:00.0000 TDB,2460044.50000,290.755860,2.550067,32.006150,11.331321,-29.899280,1.424029,-23.366106,53.528364,-2.387286,-58.383403
2023-Apr-11 00:00:00.0000 TDB,2460045.50000,290.752876,2.550285,31.972431,11.317826,-29.868365,1.422651,-23.366300,53.528824,-2.387308,-58.383751
2023-Apr-12 00:00:00.0000 TDB,2460046.50000,290.749886,2.550503,31.938711,11.304331,-29.837449,1.421272,-23.366494,53.529285,-2.387330,-58.384100
2023-Apr-13 00:00:00.0000 TDB,2460047.50000,290.746890,2.550722,31.904991,11.290835,-29.806533,1.419893,-23.366689,53.529747,-2.387352,-58.384450
2023-Apr-14 00:00:00.0000 TDB,2460048.50000,290.743888,2.550941,31.871272,11.277340,-29.775617,1.418514,-23.366883,53.530210,-2.387374,-58.384801
2023-Apr-15 00:00:00.0000 TDB,2460049.50000,290.740879,2.551161,31.837551,11.263844,-29.744701,1.417135,-23.367079,53.530674,-2.387396,-58.385152
2023-Apr-16 00:00:00.0000 TDB,2460050.50000,290.737863,2.551381,31.803831,11.250349,-29.713784,1.415757,-23.367274,53.531139,-2.387419,-58.385503
2023-Apr-17 00:00:00.0000 TDB,2460051.50000,290.734841,2.551602,31.770110,11.236853,-29.682867,1.414378,-23.367470,53.531606,-2.387441,-58.385856
2023-Apr-18 00:00:00.0000 TDB,2460052.50000,290.731813,2.551823,31.736390,11.223357,-29.651950,1.412999,-23.367666,53.532073,-2.387463,-58.386209
2023-Apr-19 00:00:00.0000 TDB,2460053.50000,290.728778,2.552044,31.702669,11.209861,-29.621032,1.411620,-23.367862,53.532542,-2.387486,-58.386563
2023-Apr-20 00:00:00.0000 TDB,2460054.50000,290.725737,2.552266,31.668948,11.196365,-29.590115,1.410241,-23.368059,53.533011,-2.387508,-58.386917
2023-Apr-21 00:00:00.0000 TDB,2460055.50000,290.722689,2.552489,31.635226,11.182869,-29.559196,1.408862,-23.368256,53.533482,-2.387531,-58.387272
2023-Apr-22 00:00:00.0000 TDB,2460056.50000,290.719635,2.552712,31.601505,11.169372,-29.528278,1.407483,-23.368453,53.533954,-2.387553,-58.387628
2023-Apr-23 00:00:00.0000 TDB,2460057.50000,290.716574,2.552935,31.567783,11.155876,-29.497360,1.406104,-23.368651,53.534427,-2.387576,-58.387984
2023-Apr-24 00:00:00.0000 TDB,2460058.50000,290.713507,2.553159,31.534061,11.142379,-29.466441,1.404725,-23.368849,53.534901,-2.387598,-58.388341
2023-Apr-25 00:00:00.0000 TDB,2460059.50000,290.710433,2.553384,31.500339,11.128882,-29.435522,1.403346,-23.369048,53.535377,-2.387621,-58.388699
2023-Apr-26 00:00:00.0000 TDB,2460060.50000,290.707353,2.553609,31.466616,11.115386,-29.404602,1.401967,-23.369246,53.535853,-2.387644,-58.389057
2023-Apr-27 00:00:00.0000 TDB,2460061.50000,290.704265,2.553834,31.432894,11.101889,-29.373683,1.400588,-23.369445,53.536331,-2.387667,-58.389416
2023-Apr-28 00:00:00.0000 TDB,2460062.50000,290.701172,2.554060,31.399171,11.088392,-29.342763,1.399209,-23.369645,53.536809,-2.387690,-58.389775
2023-Apr-29 00:00:00.0000 TDB,2460063.50000,290.698071,2.554286,31.365448,11.074895,-29.311842,1.397830,-23.369845,53.537289,-2.387712,-58.390136
2023-Apr-30 00:00:00.0000 TDB,2460064.50000,290.694964,2.554513,31.331725,11.061397,-29.280922,1.396451,-23.370045,53.537770,-2.387735,-58.390497
2023-May-01 00:00:00.0000 TDB,2460065.50000,290.691850,2.554740,31.298001,11.047900,-29.250001,1.395072,-23.370245,53.538252,-2.387758,-58.390858
2023-May-02 00:00:00.0000 TDB,2460066.50000,290.688729,2.554968,31.264278,11.034402,-29.219080,1.393693,-23.370446,53.538735,-2.387781,-58.391220
2023-May-03 00:00:00.0000 TDB,2460067.50000,290.685602,2.555196,31.230554,11.020905,-29.188159,1.392314,-23.370648,53.539219,-2.387805,-58.391583
2023-May-04 00:00:00.0000 TDB,2460068.50000,290.682468,2.555425,31.196830,11.007407,-29.157237,1.390935,-23.370849,53.539705,-2.387828,-58.391947
2023-May-05 00:00:00.0000 TDB,2460069.50000,290.679327,2.555654,31.163105,10.993909,-29.126315,1.389556,-23.371051,53.540191,-2.387851,-58.392311
2023-May-06 00:00:00.0000 TDB,2460070.50000,290.676179,2.555883,31.129381,10.980411,-29.095393,1.388177,-23.371254,53.540679,-2.387874,-58.392676
2023-May-07 00:00:00.0000 TDB,2460071.50000,290.673024,2.556114,31.095656,10.966913,-29.064470,1.386798,-23.371456,53.541168,-2.387897,-58.393042
2023-May-08 00:00:00.0000 TDB,2460072.50000,290.669863,2.556344,31.061931,10.953415,-29.033548,1.385419,-23.371659,53.541658,-2.387921,-58.393408
2023-May-09 00:00:00.0000 TDB,2460073.50000,290.666694,2.556575,31.028206,10.939917,-29.002625,1.384040,-23.371863,53.542149,-2.387944,-58.393775
2023-May-10 00:00:00.0000 TDB,2460074.50000,290.663519,2.556807,30.994481,10.926418,-28.971701,1.382660,-23.372067,53.542641,-2.387968,-58.394143
2023-May-11 00:00:00.0000 TDB,2460075.50000,290.660337,2.557039,30.960755,10.912920,-28.940778,1.381281,-23.372271,53.543135,-2.387991,-58.394511
2023-May-12 00:00:00.0000 TDB,2460076.50000,290.657147,2.557272,30.927030,10.899421,-28.909854,1.379902,-23.372476,53.543629,-2.388015,-58.394880
2023-May-13 00:00:00.0000 TDB,2460077.50000,290.653951,2.557505,30.893304,10.885922,-28.878930,1.378523,-23.372681,53.544125,-2.388038,-58.395250
2023-May-14 00:00:00.0000 TDB,2460078.50000,290.650748,2.557739,30.859577,10.872423,-28.848005,1.377144,-23.372887,53.544622,-2.388062,-58.395620
2023-May-15 00:00:00.0000 TDB,2460079.50000,290.647538,2.557973,30.825851,10.858924,-28.817080,1.375764,-23.373092,53.545120,-2.388086,-58.395991
2023-May-16 00:00:00.0000 TDB,2460080.50000,290.644320,2.558207,30.792124,10.845425,-28.786155,1.374385,-23.373299,53.545619,-2.388110,-58.396363
2023-May-17 00:00:00.0000 TDB,2460081.50000,290.641096,2.558443,30.758398,10.831926,-28.755230,1.373006,-23.373506,53.546120,-2.388133,-58.396735
2023-May-18 00:00:00.0000 TDB,2460082.50000,290.637865,2.558678,30.724670,10.818426,-28.724304,1.371627,-23.373713,53.546621,-2.388157,-58.397108
2023-May-19 00:00:00.0000 TDB,2460083.50000,290.634626,2.558914,30.690943,10.804927,-28.693379,1.370247,-23.373920,53.547124,-2.388181,-58.397482
2023-May-20 00:00:00.0000 TDB,2460084.50000,290.631380,2.559151,30.657216,10.791427,-28.662452,1.368868,-23.374128,53.547628,-2.388205,-58.397857
2023-May-21 00:00:00.0000 TDB,2460085.50000,290.628127,2.559388,30.623488,10.777927,-28.631526,1.367489,-23.374337,53.548133,-2.388229,-58.398232
2023-May-22 00:00:00.0000 TDB,2460086.50000,290.624867,2.559626,30.589760,10.764428,-28.600599,1.366109,-23.374546,53.548640,-2.388253,-58.398608
2023-May-23 00:00:00.0000 TDB,2460087.50000,290.621600,2.559864,30.556032,10.750928,-28.569672,1.364730,-23.374755,53.549147,-2.388277,-58.398984
2023-May-24 00:00:00.0000 TDB,2460088.50000,290.618325,2.560103,30.522304,10.737427,-28.538745,1.363351,-23.374965,53.549656,-2.388302,-58.399361
2023-May-25 00:00:00.0000 TDB,2460089.50000,290.615043,2.560342,30.488575,10.723927,-28.507817,1.361971,-23.375175,53.550166,-2.388326,-58.399739
2023-May-26 00:00:00.0000 TDB,2460090.50000,290.611754,2.560582,30.454846,10.710427,-28.476889,1.360592,-23.375385,53.550677,-2.388350,-58.400118
2023-May-27 00:00:00.0000 TDB,2460091.50000,290.608458,2.560823,30.421117,10.696926,-28.445961,1.359213,-23.375596,53.551190,-2.388374,-58.400498
2023-May-28 00:00:00.0000 TDB,2460092.50000,290.605154,2.561063,30.387388,10.683426,-28.415032,1.357833,-23.375808,53.551703,-2.388399,-58.400878
2023-May-29 00:00:00.0000 TDB,2460093.50000,290.601843,2.561305,30.353659,10.669925,-28.384103,1.356454,-23.376020,53.552218,-2.388423,-58.401258
2023-May-30 00:00:00.0000 TDB,2460094.50000,290.598525,2.561547,30.319929,10.656424,-28.353174,1.355074,-23.376232,53.552734,-2.388448,-58.401640
2023-May-31 00:00:00.0000 TDB,2460095.50000,290.595199,2.561789,30.286199,10.642923,-28.322245,1.353695,-23.376445,53.553251,-2.388472,-58.402022
2023-Jun-01 00:00:00.0000 TDB,2460096.50000,290.591865,2.562032,30.252469,10.629422,-28.291315,1.352315,-23.376659,53.553770,-2.388497,-58.402405
2023-Jun-02 00:00:00.0000 TDB,2460097.50000,290.588524,2.562276,30.218739,10.615921,-28.260385,1.350936,-23.376872,53.554289,-2.388522,-58.402789
2023-Jun-03 00:00:00.0000 TDB,2460098.50000,290.585176,2.562520,30.185008,10.602420,-28.229455,1.349556,-23.377087,53.554810,-2.388546,-58.403173
2023-Jun-04 00:00:00.0000 TDB,2460099.50000,290.581820,2.562764,30.151277,10.588918,-28.198524,1.348177,-23.377302,53.555332,-2.388571,-58.403558
2023-Jun-05 00:00:00.0000 TDB,2460100.50000,290.578457,2.563009,30.117546,10.575417,-28.167593,1.346797,-23.377517,53.555855,-2.388596,-58.403944
2023-Jun-06 00:00:00.0000 TDB,2460101.50000,290.575086,2.563255,30.083815,10.561915,-28.136662,1.345418,-23.377733,53.556380,-2.388621,-58.404330
2023-Jun-07 00:00:00.0000 TDB,2460102.50000,290.571707,2.563501,30.050084,10.548413,-28.105730,1.344038,-23.377949,53.556906,-2.388646,-58.404717
2023-Jun-08 00:00:00.0000 TDB,2460103.50000,290.568321,2.563748,30.016352,10.534911,-28.074798,1.342659,-23.378166,53.557432,-2.388671,-58.405105
2023-Jun-09 00:00:00.0000 TDB,2460104.50000,290.564928,2.563995,29.982620,10.521409,-28.043866,1.341279,-23.378383,53.557961,-2.388696,-58.405493
2023-Jun-10 00:00:00.0000 TDB,2460105.50000,290.561526,2.564243,29.948888,10.507907,-28.012934,1.339900,-23.378601,53.558490,-2.388721,-58.405882
2023-Jun-11 00:00:00.0000 TDB,2460106.50000,290.558117,2.564491,29.915156,10.494404,-27.982001,1.338520,-23.378819,53.559020,-2.388746,-58.406272
2023-Jun-12 00:00:00.0000 TDB,2460107.50000,290.554700,2.564740,29.881423,10.480902,-27.951068,1.337140,-23.379038,53.559552,-2.388772,-58.406663
2023-Jun-13 00:00:00.0000 TDB,2460108.50000,290.551276,2.564990,29.847690,10.467399,-27.920135,1.335761,-23.379257,53.560085,-2.388797,-58.407054
2023-Jun-14 00:00:00.0000 TDB,2460109.50000,290.547843,2.565240,29.813957,10.453897,-27.889201,1.334381,-23.379477,53.560619,-2.388822,-58.407446
2023-Jun-15 00:00:00.0000 TDB,2460110.50000,290.544403,2.565491,29.780224,10.440394,-27.858267,1.333001,-23.379697,53.561155,-2.388848,-58.407839
2023-Jun-16 00:00:00.0000 TDB,2460111.50000,290.540955,2.565742,29.746491,10.426891,-27.827333,1.331622,-23.379918,53.561691,-2.388873,-58.408232
2023-Jun-17 00:00:00.0000 TDB,2460112.50000,290.537499,2.565993,29.712757,10.413388,-27.796398,1.330242,-23.380139,53.562229,-2.388899,-58.408626
2023-Jun-18 00:00:00.0000 TDB,2460113.50000,290.534035,2.566246,29.679023,10.399885,-27.765463,1.328862,-23.380361,53.562768,-2.388924,-58.409020
2023-Jun-19 00:00:00.0000 TDB,2460114.50000,290.530564,2.566499,29.645289,10.386381,-27.734528,1.327483,-23.380583,53.563308,-2.388950,-58.409415
2023-Jun-20 00:00:00.0000 TDB,2460115.50000,290.527084,2.566752,29.611555,10.372878,-27.703592,1.326103,-23.380806,53.563849,-2.388976,-58.409811
2023-Jun-21 00:00:00.0000 TDB,2460116.50000,290.523597,2.567006,29.577820,10.359374,-27.672656,1.324723,-23.381029,53.564392,-2.389001,-58.410208
2023-Jun-22 00:00:00.0000 TDB,2460117.50000,290.520101,2.567261,29.544085,10.345870,-27.641720,1.323343,-23.381253,53.564936,-2.389027,-58.410605
2023-Jun-23 00:00:00.0000 TDB,2460118.50000,290.516598,2.567516,29.510350,10.332367,-27.610784,1.321964,-23.381477,53.565481,-2.389053,-58.411002
2023-Jun-24 00:00:00.0000 TDB,2460119.50000,290.513086,2.567771,29.476615,10.318863,-27.579847,1.320584,-23.381701,53.566027,-2.389079,-58.411401
2023-Jun-25 00:00:00.0000 TDB,2460120.50000,290.509567,2.568028,29.442879,10.305358,-27.548910,1.319204,-23.381926,53.566574,-2.389105,-58.411800
2023-Jun-26 00:00:00.0000 TDB,2460121.50000,290.506039,2.568285,29.409144,10.291854,-27.517972,1.317824,-23.382152,53.567123,-2.389131,-58.412199
2023-Jun-27 00:00:00.0000 TDB,2460122.50000,290.502503,2.568542,29.375408,10.278350,-27.487035,1.316444,-23.382378,53.567673,-2.389158,-58.412600
2023-Jun-28 00:00:00.0000 TDB,2460123.50000,290.498959,2.568800,29.341671,10.264845,-27.456096,1.315064,-23.382604,53.568224,-2.389184,-58.413000
2023-Jun-29 00:00:00.0000 TDB,2460124.50000,290.495407,2.569059,29.307935,10.251341,-27.425158,1.313685,-23.382831,53.568776,-2.389210,-58.413402
2023-Jun-30 00:00:00.0000 TDB,2460125.50000,290.491846,2.569318,29.274198,10.237836,-27.394219,1.312305,-23.383058,53.569330,-2.389237,-58.413804
2023-Jul-01 00:00:00.0000 TDB,2460126.50000,290.488278,2.569578,29.240461,10.224331,-27.363280,1.310925,-23.383286,53.569884,-2.389263,-58.414207
2023-Jul-02 00:00:00.0000 TDB,2460127.50000,290.484701,2.569838,29.206724,10.210826,-27.332341,1.309545,-23.383514,53.570441,-2.389290,-58.414611
2023-Jul-03 00:00:00.0000 TDB,2460128.50000,290.481116,2.570099,29.172987,10.197321,-27.301401,1.308165,-23.383742,53.570998,-2.389316,-58.415015
2023-Jul-04 00:00:00.0000 TDB,2460129.50000,290.477522,2.570361,29.139249,10.183815,-27.270461,1.306785,-23.383971,53.571557,-2.389343,-58.415420
2023-Jul-05 00:00:00.0000 TDB,2460130.50000,290.473920,2.570623,29.105511,10.170310,-27.239521,1.305405,-23.384200,53.572118,-2.389370,-58.415826
2023-Jul-06 00:00:00.0000 TDB,2460131.50000,290.470310,2.570886,29.071773,10.156804,-27.208580,1.304025,-23.384430,53.572679,-2.389397,-58.416232
2023-Jul-07 00:00:00.0000 TDB,2460132.50000,290.466691,2.571149,29.038035,10.143299,-27.177639,1.302645,-23.384660,53.573242,-2.389424,-58.416640
2023-Jul-08 00:00:00.0000 TDB,2460133.50000,290.463064,2.571413,29.004296,10.129793,-27.146698,1.301265,-23.384891,53.573807,-2.389451,-58.417048
2023-Jul-09 00:00:00.0000 TDB,2460134.50000,290.459429,2.571678,28.970558,10.116287,-27.115756,1.299885,-23.385122,53.574372,-2.389478,-58.417456
2023-Jul-10 00:00:00.0000 TDB,2460135.50000,290.455785,2.571943,28.936819,10.102781,-27.084814,1.298505,-23.385354,53.574940,-2.389505,-58.417866
2023-Jul-11 00:00:00.0000 TDB,2460136.50000,290.452132,2.572209,28.903079,10.089275,-27.053872,1.297125,-23.385587,53.575508,-2.389532,-58.418276
2023-Jul-12 00:00:00.0000 TDB,2460137.50000,290.448471,2.572475,28.869340,10.075768,-27.022930,1.295745,-23.385819,53.576078,-2.389559,-58.418687
2023-Jul-13 00:00:00.0000 TDB,2460138.50000,290.444801,2.572742,28.835600,10.062262,-26.991987,1.294365,-23.386053,53.576650,-2.389586,-58.419099
2023-Jul-14 00:00:00.0000 TDB,2460139.50000,290.441123,2.573010,28.801860,10.048755,-26.961043,1.292985,-23.386287,53.577222,-2.389614,-58.419512
2023-Jul-15 00:00:00.0000 TDB,2460140.50000,290.437436,2.573278,28.768120,10.035248,-26.930100,1.291604,-23.386521,53.577796,-2.389641,-58.419925
2023-Jul-16 00:00:00.0000 TDB,2460141.50000,290.433740,2.573547,28.734379,10.021741,-26.899156,1.290224,-23.386756,53.578372,-2.389668,-58.420339
2023-Jul-17 00:00:00.0000 TDB,2460142.50000,290.430035,2.573816,28.700639,10.008234,-26.868212,1.288844,-23.386992,53.578949,-2.389696,-58.420754
2023-Jul-18 00:00:00.0000 TDB,2460143.50000,290.426322,2.574086,28.666898,9.994727,-26.837267,1.287464,-23.387228,53.579527,-2.389723,-58.421170
