date_tdb,jd_tdb,lambda_deg,beta_deg,distance_au,x_au,y_au,z_au,vx_km_s,vy_km_s,vz_km_s,radial_velocity_km_s
2016-Jan-01 00:00:00.0000 TDB,2457388.50000,292.734289,2.377870,122.194423,47.182358,-112.603726,5.069817,6.607293,58.328951,-2.371337,-51.298018
2016-Jan-02 00:00:00.0000 TDB,2457389.50000,292.742068,2.377807,122.164648,47.186148,-112.569887,5.068447,6.515388,58.850488,-2.371389,-51.810210
2016-Jan-03 00:00:00.0000 TDB,2457390.50000,292.749882,2.377750,122.134577,47.189882,-112.535748,5.067078,6.414136,59.370794,-2.371486,-52.324829
2016-Jan-04 00:00:00.0000 TDB,2457391.50000,292.757727,2.377699,122.104207,47.193555,-112.501308,5.065708,6.303480,59.889674,-2.371627,-52.841726
2016-Jan-05 00:00:00.0000 TDB,2457392.50000,292.765602,2.377653,122.073539,47.197162,-112.466570,5.064338,6.183365,60.406928,-2.371807,-53.360740
2016-Jan-06 00:00:00.0000 TDB,2457393.50000,292.773504,2.377613,122.042570,47.200696,-112.431533,5.062968,6.053738,60.922343,-2.372022,-53.881700
2016-Jan-07 00:00:00.0000 TDB,2457394.50000,292.781430,2.377579,122.011300,47.204152,-112.396199,5.061598,5.914551,61.435686,-2.372265,-54.404417
2016-Jan-08 00:00:00.0000 TDB,2457395.50000,292.789378,2.377550,121.979727,47.207526,-112.360569,5.060228,5.765760,61.946704,-2.372527,-54.928678
2016-Jan-09 00:00:00.0000 TDB,2457396.50000,292.797346,2.377528,121.947852,47.210811,-112.324645,5.058858,5.607339,62.455114,-2.372797,-55.454237
2016-Jan-10 00:00:00.0000 TDB,2457397.50000,292.805330,2.377511,121.915672,47.214001,-112.288428,5.057487,5.439291,62.960607,-2.373061,-55.980814
2016-Jan-11 00:00:00.0000 TDB,2457398.50000,292.813328,2.377500,121.883188,47.217092,-112.251920,5.056117,5.261662,63.462853,-2.373305,-56.508092
2016-Jan-12 00:00:00.0000 TDB,2457399.50000,292.821338,2.377495,121.850400,47.220077,-112.215123,5.054746,5.074549,63.961515,-2.373512,-57.035727
2016-Jan-13 00:00:00.0000 TDB,2457400.50000,292.829356,2.377496,121.817307,47.222951,-112.178039,5.053375,4.878109,64.456265,-2.373670,-57.563363
2016-Jan-14 00:00:00.0000 TDB,2457401.50000,292.837380,2.377503,121.783909,47.225710,-112.140671,5.052004,4.672548,64.946811,-2.373766,-58.090653
2016-Jan-15 00:00:00.0000 TDB,2457402.50000,292.845408,2.377516,121.750206,47.228347,-112.103020,5.050633,4.458115,65.432903,-2.373796,-58.617279
2016-Jan-16 00:00:00.0000 TDB,2457403.50000,292.853436,2.377534,121.716200,47.230858,-112.065090,5.049262,4.235077,65.914352,-2.373757,-59.142967
2016-Jan-17 00:00:00.0000 TDB,2457404.50000,292.861462,2.377559,121.681891,47.233237,-112.026884,5.047891,4.003707,66.391023,-2.373653,-59.667492
2016-Jan-18 00:00:00.0000 TDB,2457405.50000,292.869484,2.377590,121.647279,47.235481,-111.988403,5.046520,3.764263,66.862835,-2.373494,-60.190687
2016-Jan-19 00:00:00.0000 TDB,2457406.50000,292.877499,2.377626,121.612365,47.237584,-111.949651,5.045150,3.516977,67.329752,-2.373290,-60.712432
2016-Jan-20 00:00:00.0000 TDB,2457407.50000,292.885505,2.377669,121.577150,47.239542,-111.910632,5.043779,3.262045,67.791772,-2.373057,-61.232654
2016-Jan-21 00:00:00.0000 TDB,2457408.50000,292.893500,2.377717,121.541636,47.241350,-111.871346,5.042408,2.999624,68.248912,-2.372810,-61.751317
2016-Jan-22 00:00:00.0000 TDB,2457409.50000,292.901480,2.377772,121.505822,47.243005,-111.831798,5.041038,2.729822,68.701202,-2.372566,-62.268409
2016-Jan-23 00:00:00.0000 TDB,2457410.50000,292.909444,2.377832,121.469710,47.244502,-111.791991,5.039668,2.452707,69.148665,-2.372339,-62.783930
2016-Jan-24 00:00:00.0000 TDB,2457411.50000,292.917390,2.377899,121.433301,47.245837,-111.751926,5.038298,2.168309,69.591305,-2.372142,-63.297879
2016-Jan-25 00:00:00.0000 TDB,2457412.50000,292.925315,2.377971,121.396595,47.247005,-111.711607,5.036928,1.876626,70.029100,-2.371985,-63.810240
2016-Jan-26 00:00:00.0000 TDB,2457413.50000,292.933217,2.378049,121.359594,47.248003,-111.671037,5.035558,1.577646,70.461997,-2.371874,-64.320974
2016-Jan-27 00:00:00.0000 TDB,2457414.50000,292.941093,2.378133,121.322298,47.248826,-111.630218,5.034188,1.271349,70.889911,-2.371813,-64.830016
2016-Jan-28 00:00:00.0000 TDB,2457415.50000,292.948941,2.378223,121.284709,47.249470,-111.589153,5.032818,0.957720,71.312730,-2.371804,-65.337274
2016-Jan-29 00:00:00.0000 TDB,2457416.50000,292.956760,2.378318,121.246828,47.249931,-111.547845,5.031448,0.636755,71.730322,-2.371844,-65.842630
2016-Jan-30 00:00:00.0000 TDB,2457417.50000,292.964545,2.378420,121.208655,47.250205,-111.506298,5.030079,0.308463,72.142541,-2.371932,-66.345953
2016-Jan-31 00:00:00.0000 TDB,2457418.50000,292.972296,2.378527,121.170192,47.250286,-111.464515,5.028709,-0.027139,72.549230,-2.372064,-66.847096
2016-Feb-01 00:00:00.0000 TDB,2457419.50000,292.980010,2.378640,121.131441,47.250172,-111.422498,5.027339,-0.370023,72.950228,-2.372236,-67.345903
2016-Feb-02 00:00:00.0000 TDB,2457420.50000,292.987683,2.378758,121.092402,47.249857,-111.380251,5.025968,-0.720156,73.345367,-2.372443,-67.842213
2016-Feb-03 00:00:00.0000 TDB,2457421.50000,292.995315,2.378882,121.053077,47.249339,-111.337778,5.024598,-1.077504,73.734470,-2.372678,-68.335852
2016-Feb-04 00:00:00.0000 TDB,2457422.50000,293.002902,2.379012,121.013468,47.248611,-111.295082,5.023228,-1.442031,74.117346,-2.372935,-68.826636
2016-Feb-05 00:00:00.0000 TDB,2457423.50000,293.010441,2.379147,120.973576,47.247672,-111.252167,5.021857,-1.813691,74.493783,-2.373203,-69.314355
2016-Feb-06 00:00:00.0000 TDB,2457424.50000,293.017931,2.379288,120.933404,47.246515,-111.209036,5.020486,-2.192429,74.863544,-2.373470,-69.798772
2016-Feb-07 00:00:00.0000 TDB,2457425.50000,293.025369,2.379434,120.892953,47.245138,-111.165694,5.019116,-2.578156,75.226363,-2.373723,-70.279615
2016-Feb-08 00:00:00.0000 TDB,2457426.50000,293.032752,2.379586,120.852225,47.243536,-111.122144,5.017745,-2.970743,75.581952,-2.373944,-70.756569
2016-Feb-09 00:00:00.0000 TDB,2457427.50000,293.040078,2.379743,120.811223,47.241705,-111.078391,5.016373,-3.369998,75.930017,-2.374116,-71.229293
2016-Feb-10 00:00:00.0000 TDB,2457428.50000,293.047344,2.379906,120.769949,47.239642,-111.034439,5.015002,-3.775663,76.270283,-2.374227,-71.697436
2016-Feb-11 00:00:00.0000 TDB,2457429.50000,293.054549,2.380074,120.728406,47.237342,-110.990293,5.013631,-4.187419,76.602520,-2.374267,-72.160667
2016-Feb-12 00:00:00.0000 TDB,2457430.50000,293.061688,2.380247,120.686597,47.234804,-110.945957,5.012260,-4.604911,76.926567,-2.374231,-72.618701
2016-Feb-13 00:00:00.0000 TDB,2457431.50000,293.068762,2.380426,120.644526,47.232022,-110.901437,5.010889,-5.027775,77.242343,-2.374126,-73.071324
2016-Feb-14 00:00:00.0000 TDB,2457432.50000,293.075766,2.380610,120.602194,47.228995,-110.856736,5.009517,-5.455666,77.549833,-2.373959,-73.518392
2016-Feb-15 00:00:00.0000 TDB,2457433.50000,293.082698,2.380799,120.559606,47.225720,-110.811861,5.008146,-5.888281,77.849078,-2.373746,-73.959826
2016-Feb-16 00:00:00.0000 TDB,2457434.50000,293.089558,2.380994,120.516764,47.222193,-110.766815,5.006776,-6.325363,78.140152,-2.373501,-74.395598
2016-Feb-17 00:00:00.0000 TDB,2457435.50000,293.096343,2.381194,120.473673,47.218412,-110.721603,5.005405,-6.766708,78.423142,-2.373242,-74.825711
2016-Feb-18 00:00:00.0000 TDB,2457436.50000,293.103050,2.381398,120.430335,47.214376,-110.676230,5.004034,-7.212154,78.698136,-2.372985,-75.250184
2016-Feb-19 00:00:00.0000 TDB,2457437.50000,293.109678,2.381608,120.386753,47.210081,-110.630700,5.002664,-7.661576,78.965216,-2.372743,-75.669047
2016-Feb-20 00:00:00.0000 TDB,2457438.50000,293.116225,2.381823,120.342931,47.205525,-110.585019,5.001293,-8.114881,79.224446,-2.372529,-76.082323
2016-Feb-21 00:00:00.0000 TDB,2457439.50000,293.122689,2.382043,120.298871,47.200707,-110.539190,4.999923,-8.572001,79.475871,-2.372352,-76.490032
2016-Feb-22 00:00:00.0000 TDB,2457440.50000,293.129069,2.382267,120.254578,47.195623,-110.493218,4.998553,-9.032884,79.719515,-2.372220,-76.892175
2016-Feb-23 00:00:00.0000 TDB,2457441.50000,293.135362,2.382496,120.210054,47.190272,-110.447108,4.997183,-9.497489,79.955376,-2.372138,-77.288736
2016-Feb-24 00:00:00.0000 TDB,2457442.50000,293.141566,2.382730,120.165303,47.184652,-110.400863,4.995813,-9.965781,80.183428,-2.372107,-77.679679
2016-Feb-25 00:00:00.0000 TDB,2457443.50000,293.147680,2.382969,120.120328,47.178760,-110.354490,4.994443,-10.437718,80.403624,-2.372127,-78.064947
2016-Feb-26 00:00:00.0000 TDB,2457444.50000,293.153703,2.383212,120.075132,47.172595,-110.307991,4.993073,-10.913256,80.615899,-2.372196,-78.444461
2016-Feb-27 00:00:00.0000 TDB,2457445.50000,293.159631,2.383460,120.029718,47.166153,-110.261372,4.991703,-11.392339,80.820173,-2.372311,-78.818129
2016-Feb-28 00:00:00.0000 TDB,2457446.50000,293.165463,2.383712,119.984090,47.159435,-110.214637,4.990333,-11.874901,81.016359,-2.372467,-79.185845
2016-Feb-29 00:00:00.0000 TDB,2457447.50000,293.171198,2.383968,119.938252,47.152436,-110.167792,4.988963,-12.360870,81.204359,-2.372659,-79.547492
2016-Mar-01 00:00:00.0000 TDB,2457448.50000,293.176833,2.384229,119.892207,47.145156,-110.120840,4.987592,-12.850166,81.384072,-2.372880,-79.902945
2016-Mar-02 00:00:00.0000 TDB,2457449.50000,293.182367,2.384494,119.845958,47.137592,-110.073787,4.986222,-13.342707,81.555388,-2.373124,-80.252072
2016-Mar-03 00:00:00.0000 TDB,2457450.50000,293.187798,2.384763,119.799509,47.129743,-110.026637,4.984851,-13.838406,81.718185,-2.373381,-80.594726
2016-Mar-04 00:00:00.0000 TDB,2457451.50000,293.193124,2.385036,119.752864,47.121607,-109.979396,4.983480,-14.337169,81.872325,-2.373642,-80.930743
2016-Mar-05 00:00:00.0000 TDB,2457452.50000,293.198343,2.385313,119.706027,47.113182,-109.932069,4.982109,-14.838889,82.017647,-2.373894,-81.259933
2016-Mar-06 00:00:00.0000 TDB,2457453.50000,293.203454,2.385594,119.659003,47.104466,-109.884660,4.980738,-15.343434,82.153964,-2.374123,-81.582074
2016-Mar-07 00:00:00.0000 TDB,2457454.50000,293.208454,2.385878,119.611794,47.095458,-109.837175,4.979367,-15.850629,82.281072,-2.374312,-81.896904
2016-Mar-08 00:00:00.0000 TDB,2457455.50000,293.213342,2.386167,119.564405,47.086157,-109.789619,4.977996,-16.360239,82.398755,-2.374444,-82.204136
2016-Mar-09 00:00:00.0000 TDB,2457456.50000,293.218117,2.386459,119.516841,47.076560,-109.741998,4.976624,-16.871958,82.506821,-2.374508,-82.503470
2016-Mar-10 00:00:00.0000 TDB,2457457.50000,293.222775,2.386755,119.469107,47.066668,-109.694317,4.975253,-17.385417,82.605131,-2.374493,-82.794632
2016-Mar-11 00:00:00.0000 TDB,2457458.50000,293.227317,2.387054,119.421207,47.056478,-109.646583,4.973881,-17.900208,82.693629,-2.374400,-83.077410
2016-Mar-12 00:00:00.0000 TDB,2457459.50000,293.231740,2.387357,119.373146,47.045991,-109.598800,4.972510,-18.415926,82.772351,-2.374236,-83.351675
2016-Mar-13 00:00:00.0000 TDB,2457460.50000,293.236044,2.387663,119.324930,47.035206,-109.550975,4.971139,-18.932201,82.841416,-2.374017,-83.617392
2016-Mar-14 00:00:00.0000 TDB,2457461.50000,293.240226,2.387973,119.276562,47.024122,-109.503112,4.969768,-19.448731,82.900995,-2.373760,-83.874596
2016-Mar-15 00:00:00.0000 TDB,2457462.50000,293.244285,2.388286,119.228048,47.012741,-109.455218,4.968397,-19.965282,82.951283,-2.373486,-84.123375
2016-Mar-16 00:00:00.0000 TDB,2457463.50000,293.248221,2.388602,119.179393,47.001061,-109.407297,4.967026,-20.481680,82.992470,-2.373211,-84.363832
2016-Mar-17 00:00:00.0000 TDB,2457464.50000,293.252032,2.388921,119.130601,46.989082,-109.359355,4.965656,-20.997800,83.024727,-2.372951,-84.596074
2016-Mar-18 00:00:00.0000 TDB,2457465.50000,293.255718,2.389243,119.081678,46.976806,-109.311397,4.964285,-21.513548,83.048202,-2.372719,-84.820199
2016-Mar-19 00:00:00.0000 TDB,2457466.50000,293.259277,2.389568,119.032627,46.964232,-109.263428,4.962915,-22.028852,83.063016,-2.372523,-85.036287
2016-Mar-20 00:00:00.0000 TDB,2457467.50000,293.262709,2.389896,118.983454,46.951361,-109.215453,4.961545,-22.543651,83.069268,-2.372370,-85.244402
2016-Mar-21 00:00:00.0000 TDB,2457468.50000,293.266012,2.390226,118.934163,46.938192,-109.167477,4.960175,-23.057893,83.067036,-2.372266,-85.444594
2016-Mar-22 00:00:00.0000 TDB,2457469.50000,293.269185,2.390559,118.884759,46.924727,-109.119504,4.958805,-23.571530,83.056377,-2.372212,-85.636895
2016-Mar-23 00:00:00.0000 TDB,2457470.50000,293.272228,2.390894,118.835246,46.910965,-109.071540,4.957435,-24.084517,83.037331,-2.372209,-85.821319
2016-Mar-24 00:00:00.0000 TDB,2457471.50000,293.275139,2.391232,118.785629,46.896907,-109.023590,4.956064,-24.596805,83.009921,-2.372255,-85.997867
2016-Mar-25 00:00:00.0000 TDB,2457472.50000,293.277919,2.391572,118.735912,46.882553,-108.975657,4.954694,-25.108344,82.974155,-2.372348,-86.166523
2016-Mar-26 00:00:00.0000 TDB,2457473.50000,293.280565,2.391915,118.686099,46.867905,-108.927748,4.953324,-25.619076,82.930025,-2.372483,-86.327254
2016-Mar-27 00:00:00.0000 TDB,2457474.50000,293.283077,2.392259,118.636197,46.852961,-108.879867,4.951954,-26.128936,82.877516,-2.372655,-86.480016
2016-Mar-28 00:00:00.0000 TDB,2457475.50000,293.285455,2.392605,118.586208,46.837723,-108.832018,4.950583,-26.637852,82.816599,-2.372858,-86.624753
2016-Mar-29 00:00:00.0000 TDB,2457476.50000,293.287697,2.392954,118.536138,46.822192,-108.784207,4.949213,-27.145744,82.747242,-2.373083,-86.761399
2016-Mar-30 00:00:00.0000 TDB,2457477.50000,293.289802,2.393304,118.485992,46.806368,-108.736439,4.947842,-27.652526,82.669399,-2.373323,-86.889876
2016-Mar-31 00:00:00.0000 TDB,2457478.50000,293.291770,2.393655,118.435774,46.790251,-108.688718,4.946472,-28.158104,82.583017,-2.373568,-87.010093
2016-Apr-01 00:00:00.0000 TDB,2457479.50000,293.293600,2.394008,118.385489,46.773842,-108.641049,4.945101,-28.662376,82.488027,-2.373808,-87.121945
2016-Apr-02 00:00:00.0000 TDB,2457480.50000,293.295291,2.394363,118.335141,46.757143,-108.593438,4.943730,-29.165225,82.384345,-2.374031,-87.225302
2016-Apr-03 00:00:00.0000 TDB,2457481.50000,293.296843,2.394719,118.284737,46.740154,-108.545889,4.942358,-29.666508,82.271866,-2.374222,-87.320009
2016-Apr-04 00:00:00.0000 TDB,2457482.50000,293.298254,2.395077,118.234280,46.722876,-108.498407,4.940987,-30.166044,82.150470,-2.374367,-87.405879
2016-Apr-05 00:00:00.0000 TDB,2457483.50000,293.299523,2.395435,118.183776,46.705310,-108.450999,4.939616,-30.663596,82.020034,-2.374451,-87.482704
2016-Apr-06 00:00:00.0000 TDB,2457484.50000,293.300652,2.395795,118.133231,46.687457,-108.403668,4.938244,-31.158865,81.880458,-2.374463,-87.550267
2016-Apr-07 00:00:00.0000 TDB,2457485.50000,293.301638,2.396156,118.082649,46.669319,-108.356421,4.936873,-31.651491,81.731696,-2.374397,-87.608380
2016-Apr-08 00:00:00.0000 TDB,2457486.50000,293.302481,2.396518,118.032036,46.650897,-108.309262,4.935502,-32.141075,81.573785,-2.374253,-87.656918
2016-Apr-09 00:00:00.0000 TDB,2457487.50000,293.303181,2.396881,117.981398,46.632193,-108.262197,4.934131,-32.627227,81.406862,-2.374044,-87.695848
2016-Apr-10 00:00:00.0000 TDB,2457488.50000,293.303738,2.397244,117.930741,46.613210,-108.215231,4.932760,-33.109606,81.231152,-2.373787,-87.725237
2016-Apr-11 00:00:00.0000 TDB,2457489.50000,293.304151,2.397608,117.880069,46.593949,-108.168369,4.931389,-33.587946,81.046934,-2.373503,-87.745235
2016-Apr-12 00:00:00.0000 TDB,2457490.50000,293.304421,2.397973,117.829388,46.574414,-108.121615,4.930018,-34.062072,80.854499,-2.373213,-87.756036
2016-Apr-13 00:00:00.0000 TDB,2457491.50000,293.304547,2.398338,117.778704,46.554605,-108.074975,4.928647,-34.531876,80.654123,-2.372935,-87.757848
2016-Apr-14 00:00:00.0000 TDB,2457492.50000,293.304530,2.398704,117.728021,46.534527,-108.028454,4.927277,-34.997301,80.446045,-2.372685,-87.750863
2016-Apr-15 00:00:00.0000 TDB,2457493.50000,293.304369,2.399070,117.677345,46.514181,-107.982054,4.925907,-35.458317,80.230466,-2.372471,-87.735253
2016-Apr-16 00:00:00.0000 TDB,2457494.50000,293.304065,2.399436,117.626680,46.493570,-107.935781,4.924537,-35.914907,80.007554,-2.372302,-87.711160
2016-Apr-17 00:00:00.0000 TDB,2457495.50000,293.303618,2.399802,117.576032,46.472697,-107.889639,4.923166,-36.367057,79.777447,-2.372181,-87.678701
2016-Apr-18 00:00:00.0000 TDB,2457496.50000,293.303029,2.400167,117.525405,46.451563,-107.843632,4.921796,-36.814754,79.540263,-2.372109,-87.637977
2016-Apr-19 00:00:00.0000 TDB,2457497.50000,293.302296,2.400533,117.474803,46.430173,-107.797764,4.920426,-37.257980,79.296104,-2.372087,-87.589071
2016-Apr-20 00:00:00.0000 TDB,2457498.50000,293.301421,2.400899,117.424232,46.408528,-107.752038,4.919056,-37.696719,79.045057,-2.372115,-87.532051
2016-Apr-21 00:00:00.0000 TDB,2457499.50000,293.300404,2.401264,117.373697,46.386630,-107.706460,4.917686,-38.130952,78.787196,-2.372188,-87.466974
2016-Apr-22 00:00:00.0000 TDB,2457500.50000,293.299245,2.401628,117.323201,46.364484,-107.661033,4.916316,-38.560657,78.522581,-2.372304,-87.393883
2016-Apr-23 00:00:00.0000 TDB,2457501.50000,293.297944,2.401992,117.272750,46.342090,-107.615760,4.914946,-38.985808,78.251260,-2.372457,-87.312809
2016-Apr-24 00:00:00.0000 TDB,2457502.50000,293.296501,2.402355,117.222348,46.319452,-107.570646,4.913576,-39.406376,77.973268,-2.372641,-87.223767
2016-Apr-25 00:00:00.0000 TDB,2457503.50000,293.294917,2.402717,117.171999,46.296573,-107.525695,4.912205,-39.822321,77.688627,-2.372849,-87.126759
2016-Apr-26 00:00:00.0000 TDB,2457504.50000,293.293192,2.403078,117.121710,46.273454,-107.480910,4.910835,-40.233596,77.397350,-2.373072,-87.021773
2016-Apr-27 00:00:00.0000 TDB,2457505.50000,293.291327,2.403438,117.071482,46.250100,-107.436295,4.909464,-40.640145,77.099436,-2.373301,-86.908783
2016-Apr-28 00:00:00.0000 TDB,2457506.50000,293.289321,2.403797,117.021323,46.226512,-107.391854,4.908094,-41.041898,76.794875,-2.373525,-86.787750
2016-Apr-29 00:00:00.0000 TDB,2457507.50000,293.287175,2.404155,116.971236,46.202693,-107.347591,4.906723,-41.438770,76.483648,-2.373734,-86.658615
2016-Apr-30 00:00:00.0000 TDB,2457508.50000,293.284889,2.404512,116.921226,46.178647,-107.303509,4.905352,-41.830658,76.165719,-2.373916,-86.521305
2016-May-01 00:00:00.0000 TDB,2457509.50000,293.282464,2.404867,116.871297,46.154376,-107.259613,4.903981,-42.217432,75.841048,-2.374058,-86.375725
2016-May-02 00:00:00.0000 TDB,2457510.50000,293.279900,2.405220,116.821455,46.129883,-107.215907,4.902609,-42.598926,75.509583,-2.374148,-86.221760
2016-May-03 00:00:00.0000 TDB,2457511.50000,293.277198,2.405572,116.771704,46.105171,-107.172394,4.901238,-42.974926,75.171284,-2.374174,-86.059283
2016-May-04 00:00:00.0000 TDB,2457512.50000,293.274358,2.405923,116.722050,46.080244,-107.129078,4.899867,-43.345167,74.826134,-2.374130,-85.888172
2016-May-05 00:00:00.0000 TDB,2457513.50000,293.271380,2.406271,116.672497,46.055104,-107.085963,4.898496,-43.709334,74.474169,-2.374012,-85.708333
2016-May-06 00:00:00.0000 TDB,2457514.50000,293.268266,2.406618,116.623050,46.029757,-107.043054,4.897125,-44.067090,74.115504,-2.373824,-85.519734
2016-May-07 00:00:00.0000 TDB,2457515.50000,293.265017,2.406963,116.573715,46.004204,-107.000354,4.895754,-44.418102,73.750347,-2.373580,-85.322434
2016-May-08 00:00:00.0000 TDB,2457516.50000,293.261632,2.407305,116.524496,45.978451,-106.957867,4.894383,-44.762094,73.378986,-2.373299,-85.116587
2016-May-09 00:00:00.0000 TDB,2457517.50000,293.258114,2.407646,116.475398,45.952501,-106.915595,4.893013,-45.098871,73.001763,-2.373003,-84.902427
2016-May-10 00:00:00.0000 TDB,2457518.50000,293.254462,2.407984,116.426427,45.926359,-106.873544,4.891642,-45.428328,72.619026,-2.372713,-84.680232
2016-May-11 00:00:00.0000 TDB,2457519.50000,293.250680,2.408320,116.377586,45.900028,-106.831714,4.890272,-45.750437,72.231100,-2.372447,-84.450286
2016-May-12 00:00:00.0000 TDB,2457520.50000,293.246767,2.408653,116.328880,45.873514,-106.790111,4.888902,-46.065219,71.838263,-2.372218,-84.212854
2016-May-13 00:00:00.0000 TDB,2457521.50000,293.242724,2.408984,116.280314,45.846820,-106.748735,4.887532,-46.372721,71.440745,-2.372034,-83.968163
2016-May-14 00:00:00.0000 TDB,2457522.50000,293.238554,2.409313,116.231890,45.819950,-106.707591,4.886162,-46.672998,71.038735,-2.371900,-83.716407
2016-May-15 00:00:00.0000 TDB,2457523.50000,293.234258,2.409638,116.183614,45.792909,-106.666679,4.884792,-46.966099,70.632391,-2.371817,-83.457748
2016-May-16 00:00:00.0000 TDB,2457524.50000,293.229836,2.409961,116.135490,45.765701,-106.626004,4.883422,-47.252067,70.221847,-2.371785,-83.192324
2016-May-17 00:00:00.0000 TDB,2457525.50000,293.225289,2.410281,116.087520,45.738330,-106.585567,4.882052,-47.530936,69.807223,-2.371801,-82.920260
2016-May-18 00:00:00.0000 TDB,2457526.50000,293.220620,2.410597,116.039710,45.710800,-106.545371,4.880682,-47.802738,69.388628,-2.371863,-82.641664
2016-May-19 00:00:00.0000 TDB,2457527.50000,293.215829,2.410911,115.992063,45.683115,-106.505417,4.879313,-48.067500,68.966158,-2.371967,-82.356637
2016-May-20 00:00:00.0000 TDB,2457528.50000,293.210918,2.411221,115.944581,45.655278,-106.465709,4.877943,-48.325248,68.539902,-2.372109,-82.065266
2016-May-21 00:00:00.0000 TDB,2457529.50000,293.205888,2.411528,115.897270,45.627296,-106.426248,4.876572,-48.576004,68.109932,-2.372281,-81.767627
2016-May-22 00:00:00.0000 TDB,2457530.50000,293.200741,2.411832,115.850133,45.599170,-106.387036,4.875202,-48.819789,67.676308,-2.372478,-81.463782
2016-May-23 00:00:00.0000 TDB,2457531.50000,293.195476,2.412132,115.803173,45.570905,-106.348076,4.873832,-49.056612,67.239075,-2.372690,-81.153774
2016-May-24 00:00:00.0000 TDB,2457532.50000,293.190097,2.412428,115.756394,45.542506,-106.309369,4.872462,-49.286475,66.798264,-2.372909,-80.837633
2016-May-25 00:00:00.0000 TDB,2457533.50000,293.184604,2.412721,115.709799,45.513976,-106.270918,4.871091,-49.509363,66.353892,-2.373123,-80.515365
2016-May-26 00:00:00.0000 TDB,2457534.50000,293.178999,2.413010,115.663392,45.485319,-106.232725,4.869720,-49.725243,65.905964,-2.373322,-80.186963
2016-May-27 00:00:00.0000 TDB,2457535.50000,293.173282,2.413295,115.617176,45.456540,-106.194791,4.868350,-49.934061,65.454478,-2.373494,-79.852402
2016-May-28 00:00:00.0000 TDB,2457536.50000,293.167456,2.413577,115.571156,45.427642,-106.157119,4.866979,-50.135734,64.999426,-2.373629,-79.511642
2016-May-29 00:00:00.0000 TDB,2457537.50000,293.161521,2.413854,115.525334,45.398630,-106.119711,4.865608,-50.330152,64.540803,-2.373715,-79.164635
2016-May-30 00:00:00.0000 TDB,2457538.50000,293.155479,2.414127,115.479714,45.369507,-106.082569,4.864237,-50.517171,64.078608,-2.373743,-78.811322
2016-May-31 00:00:00.0000 TDB,2457539.50000,293.149332,2.414397,115.434301,45.340279,-106.045695,4.862866,-50.696605,63.612862,-2.373707,-78.451650
2016-Jun-01 00:00:00.0000 TDB,2457540.50000,293.143081,2.414662,115.389096,45.310949,-106.009091,4.861495,-50.868236,63.143617,-2.373603,-78.085582
2016-Jun-02 00:00:00.0000 TDB,2457541.50000,293.136727,2.414923,115.344105,45.281523,-105.972758,4.860124,-51.031813,62.670981,-2.373434,-77.713118
2016-Jun-03 00:00:00.0000 TDB,2457542.50000,293.130273,2.415179,115.299331,45.252004,-105.936700,4.858754,-51.187078,62.195127,-2.373207,-77.334319
2016-Jun-04 00:00:00.0000 TDB,2457543.50000,293.123721,2.415431,115.254778,45.222398,-105.900918,4.857383,-51.333790,61.716309,-2.372937,-76.949323
2016-Jun-05 00:00:00.0000 TDB,2457544.50000,293.117071,2.415679,115.210449,45.192710,-105.865412,4.856013,-51.471762,61.234843,-2.372644,-76.558350
2016-Jun-06 00:00:00.0000 TDB,2457545.50000,293.110326,2.415922,115.166347,45.162945,-105.830186,4.854642,-51.600883,60.751087,-2.372349,-76.161690
2016-Jun-07 00:00:00.0000 TDB,2457546.50000,293.103489,2.416161,115.122476,45.133108,-105.795239,4.853272,-51.721127,60.265405,-2.372072,-75.759668
2016-Jun-08 00:00:00.0000 TDB,2457547.50000,293.096561,2.416395,115.078838,45.103204,-105.760574,4.851902,-51.832542,59.778130,-2.371830,-75.352611
2016-Jun-09 00:00:00.0000 TDB,2457548.50000,293.089544,2.416625,115.035437,45.073238,-105.726190,4.850533,-51.935222,59.289548,-2.371633,-74.940823
2016-Jun-10 00:00:00.0000 TDB,2457549.50000,293.082440,2.416849,114.992275,45.043215,-105.692089,4.849163,-52.029288,58.799893,-2.371487,-74.524568
2016-Jun-11 00:00:00.0000 TDB,2457550.50000,293.075252,2.417069,114.949355,45.013141,-105.658271,4.847793,-52.114861,58.309353,-2.371396,-74.104070
2016-Jun-12 00:00:00.0000 TDB,2457551.50000,293.067981,2.417284,114.906678,44.983019,-105.624736,4.846424,-52.192056,57.818083,-2.371357,-73.679518
2016-Jun-13 00:00:00.0000 TDB,2457552.50000,293.060631,2.417493,114.864248,44.952856,-105.591485,4.845054,-52.260974,57.326214,-2.371368,-73.251073
2016-Jun-14 00:00:00.0000 TDB,2457553.50000,293.053202,2.417698,114.822067,44.922654,-105.558519,4.843685,-52.321707,56.833861,-2.371427,-72.818882
2016-Jun-15 00:00:00.0000 TDB,2457554.50000,293.045696,2.417897,114.780136,44.892421,-105.525837,4.842315,-52.374340,56.341130,-2.371527,-72.383078
2016-Jun-16 00:00:00.0000 TDB,2457555.50000,293.038117,2.418091,114.738458,44.862159,-105.493440,4.840945,-52.418949,55.848120,-2.371665,-71.943782
